Community_District,ARREST_YEAR,#_ARRESTS,ARREST_CHANGE
307.0,2021,2088,1.4084507042253522
307.0,2022,2424,16.091954022988507
307.0,2023,1426,-41.17161716171617
308.0,2006,6471,
308.0,2007,6963,7.603152526657395
308.0,2008,7013,0.7180812868016659
308.0,2009,7033,0.2851846570654499
308.0,2010,7422,5.53106782311958
308.0,2011,7428,0.08084074373484236
308.0,2012,6536,-12.00861604738826
308.0,2013,6483,-0.8108935128518973
308.0,2014,6068,-6.40135739626716
308.0,2015,4645,-23.450889914304547
308.0,2016,4657,0.25834230355220666
308.0,2017,4590,-1.438694438479708
308.0,2018,3983,-13.224400871459697
308.0,2019,3220,-19.15641476274165
308.0,2020,2217,-31.149068322981364
308.0,2021,2173,-1.9846639603067207
308.0,2022,2572,18.361711919005984
308.0,2023,1557,-39.46345256609642
309.0,2006,4651,
309.0,2007,5264,13.179961298645454
309.0,2008,4675,-11.189209726443769
309.0,2009,4964,6.181818181818182
309.0,2010,5441,9.609186140209507
309.0,2011,5173,-4.9255651534644365
309.0,2012,4557,-11.907983761840326
309.0,2013,4702,3.1819179284617074
309.0,2014,4759,1.2122501063377287
309.0,2015,4421,-7.102332422777895
309.0,2016,4011,-9.273919927618186
309.0,2017,3564,-11.144353029169784
309.0,2018,2973,-16.58249158249158
309.0,2019,2467,-17.01984527413387
309.0,2020,1433,-41.9132549655452
309.0,2021,1791,24.982554082344734
309.0,2022,2080,16.136236739251814
309.0,2023,1189,-42.83653846153846
310.0,2006,2013,
310.0,2007,2308,14.654744162940883
310.0,2008,2250,-2.512998266897747
310.0,2009,2481,10.266666666666667
310.0,2010,2544,2.539298669891173
310.0,2011,2366,-6.99685534591195
310.0,2012,2117,-10.524091293322064
310.0,2013,2316,9.40009447331129
310.0,2014,2349,1.4248704663212435
310.0,2015,2149,-8.514261387824607
310.0,2016,2640,22.847836202885063
310.0,2017,2893,9.583333333333334
310.0,2018,2507,-13.342550985136537
310.0,2019,2063,-17.710410849621063
310.0,2020,1379,-33.15559864275327
310.0,2021,1456,5.583756345177665
310.0,2022,1529,5.013736263736264
310.0,2023,1083,-29.16939175931982
311.0,2006,2598,
311.0,2007,2819,8.506543494996151
311.0,2008,2909,3.192621496984746
311.0,2009,2824,-2.9219663114472327
311.0,2010,2480,-12.181303116147308
311.0,2011,2466,-0.564516129032258
311.0,2012,2444,-0.8921330089213302
311.0,2013,2391,-2.1685761047463172
311.0,2014,2954,23.54663320786282
311.0,2015,2781,-5.856465809072444
311.0,2016,2551,-8.270406328658755
311.0,2017,2401,-5.880047040376323
311.0,2018,1651,-31.236984589754268
311.0,2019,1789,8.358570563294974
311.0,2020,1148,-35.83007266629402
311.0,2021,1488,29.61672473867596
311.0,2022,1728,16.129032258064516
311.0,2023,1015,-41.261574074074076
312.0,2006,1976,
312.0,2007,1972,-0.20242914979757085
312.0,2008,1781,-9.685598377281947
312.0,2009,1724,-3.200449185850646
312.0,2010,1782,3.3642691415313224
312.0,2011,1618,-9.20314253647587
312.0,2012,1666,2.966625463535229
312.0,2013,1823,9.423769507803122
312.0,2014,1885,3.4009873834339004
312.0,2015,1956,3.7665782493368702
312.0,2016,1903,-2.7096114519427403
312.0,2017,1478,-22.333158171308458
312.0,2018,1244,-15.832205683355886
312.0,2019,1219,-2.009646302250804
312.0,2020,945,-22.47744052502051
312.0,2021,1094,15.76719576719577
312.0,2022,1434,31.078610603290674
312.0,2023,719,-49.860529986052995
313.0,2006,4574,
313.0,2007,4961,8.460865763008307
313.0,2008,4800,-3.2453134448699856
313.0,2009,5177,7.854166666666666
313.0,2010,5037,-2.7042688815916556
313.0,2011,4490,-10.859638673813778
313.0,2012,4085,-9.020044543429844
313.0,2013,4329,5.973072215422277
313.0,2014,4563,5.405405405405405
313.0,2015,4899,7.363576594345825
313.0,2016,4471,-8.736476832006531
313.0,2017,4093,-8.454484455379111
313.0,2018,3818,-6.718788174932812
313.0,2019,3176,-16.81508643268727
313.0,2020,2199,-30.761964735516372
313.0,2021,2320,5.5025011368804
313.0,2022,2538,9.39655172413793
313.0,2023,1646,-35.1457840819543
314.0,2006,5200,
314.0,2007,5720,10.0
314.0,2008,5637,-1.451048951048951
314.0,2009,5816,3.1754479332978534
314.0,2010,6255,7.548143053645116
314.0,2011,5496,-12.134292565947243
314.0,2012,5090,-7.387190684133915
314.0,2013,5130,0.7858546168958742
314.0,2014,5331,3.91812865497076
314.0,2015,4349,-18.42055899456012
314.0,2016,3806,-12.485628880202345
314.0,2017,4005,5.228586442459275
314.0,2018,3806,-4.9687890137328345
314.0,2019,2973,-21.886495007882292
314.0,2020,1923,-35.317860746720484
314.0,2021,1994,3.692147685907436
314.0,2022,2405,20.611835506519558
314.0,2023,1349,-43.90852390852391
315.0,2006,3221,
315.0,2007,3423,6.271344303011488
315.0,2008,3243,-5.258545135845749
315.0,2009,3372,3.9777983348751156
315.0,2010,3074,-8.837485172004746
315.0,2011,3121,1.5289525048796355
315.0,2012,3296,5.6071771867991025
315.0,2013,3285,-0.33373786407766987
315.0,2014,3326,1.248097412480974
315.0,2015,2817,-15.303668069753456
315.0,2016,2662,-5.502307419240326
315.0,2017,2598,-2.404207362885049
315.0,2018,2244,-13.625866050808314
315.0,2019,2016,-10.16042780748663
315.0,2020,1390,-31.051587301587304
315.0,2021,1467,5.53956834532374
315.0,2022,1550,5.657805044308112
315.0,2023,990,-36.12903225806451
316.0,2006,8796,
316.0,2007,10057,14.336061846293772
316.0,2008,9929,-1.2727453514964702
316.0,2009,11364,14.452613556249371
316.0,2010,11666,2.6575149595212952
316.0,2011,12742,9.22338419338248
316.0,2012,11687,-8.279704912886517
316.0,2013,10248,-12.31282621716437
316.0,2014,9813,-4.244730679156908
316.0,2015,8380,-14.603077550188527
316.0,2016,7462,-10.954653937947494
316.0,2017,5934,-20.47708389171804
316.0,2018,5249,-11.543646781260533
316.0,2019,4233,-19.35606782244237
316.0,2020,2686,-36.54618473895582
316.0,2021,2508,-6.626954579300075
316.0,2022,3788,51.03668261562998
316.0,2023,2556,-32.52375923970433
317.0,2006,6300,
317.0,2007,6824,8.317460317460318
317.0,2008,5986,-12.28018757327081
317.0,2009,6727,12.378884062813231
317.0,2010,6198,-7.863832317526387
317.0,2011,6242,0.7099064214262665
317.0,2012,7018,12.43191284844601
317.0,2013,6615,-5.7423767455115415
317.0,2014,7083,7.07482993197279
317.0,2015,6379,-9.939291260765213
317.0,2016,5530,-13.309296127919737
317.0,2017,4830,-12.658227848101266
317.0,2018,4516,-6.50103519668737
317.0,2019,3856,-14.614703277236494
317.0,2020,2498,-35.21784232365145
317.0,2021,2916,16.733386709367494
317.0,2022,3135,7.510288065843622
317.0,2023,2036,-35.05582137161085
318.0,2006,4953,
318.0,2007,5527,11.588935998384816
318.0,2008,5277,-4.523249502442555
318.0,2009,5066,-3.9984839871138904
318.0,2010,5296,4.540071061981839
318.0,2011,5677,7.194108761329305
318.0,2012,5715,0.6693676237449357
318.0,2013,5475,-4.199475065616798
318.0,2014,6007,9.71689497716895
318.0,2015,5157,-14.15015814882637
318.0,2016,5035,-2.365716501842156
318.0,2017,4808,-4.508440913604766
318.0,2018,4199,-12.66638935108153
318.0,2019,3266,-22.21957608954513
318.0,2020,2393,-26.729944886711575
318.0,2021,2824,18.0108650229837
318.0,2022,3599,27.443342776203966
318.0,2023,2008,-44.206724090025006
355.0,2006,532,
355.0,2007,446,-16.165413533834585
355.0,2008,371,-16.81614349775785
355.0,2009,472,27.22371967654987
355.0,2010,594,25.847457627118644
355.0,2011,606,2.0202020202020203
355.0,2012,561,-7.425742574257425
355.0,2013,407,-27.450980392156865
355.0,2014,406,-0.2457002457002457
355.0,2015,426,4.926108374384237
355.0,2016,461,8.215962441314554
355.0,2017,315,-31.670281995661604
355.0,2018,236,-25.07936507936508
355.0,2019,147,-37.71186440677966
355.0,2020,57,-61.224489795918366
355.0,2021,82,43.859649122807014
355.0,2022,54,-34.146341463414636
355.0,2023,29,-46.2962962962963
356.0,2006,17,
356.0,2007,33,94.11764705882352
356.0,2008,44,33.33333333333333
356.0,2009,27,-38.63636363636363
356.0,2010,32,18.51851851851852
356.0,2011,16,-50.0
356.0,2012,20,25.0
356.0,2013,16,-20.0
356.0,2014,64,300.0
356.0,2015,22,-65.625
356.0,2016,87,295.45454545454544
356.0,2017,47,-45.97701149425287
356.0,2018,39,-17.02127659574468
356.0,2019,21,-46.15384615384615
356.0,2020,2,-90.47619047619048
356.0,2021,19,850.0
356.0,2022,32,68.42105263157895
356.0,2023,45,40.625
401.0,2006,6610,
401.0,2007,7471,13.02571860816944
401.0,2008,6290,-15.80779012180431
401.0,2009,6229,-0.9697933227344993
401.0,2010,5765,-7.4490287365548244
401.0,2011,5481,-4.9262792714657415
401.0,2012,5415,-1.20415982484948
401.0,2013,5917,9.270544783010157
401.0,2014,6086,2.856177116782153
401.0,2015,5312,-12.717712783437396
401.0,2016,5759,8.414909638554217
401.0,2017,5274,-8.42160097239104
401.0,2018,4243,-19.548729616989004
401.0,2019,3539,-16.592033938251237
401.0,2020,2638,-25.459169256852217
401.0,2021,3451,30.818802122820316
401.0,2022,3806,10.28687337003767
401.0,2023,1802,-52.65370467682607
402.0,2006,3254,
402.0,2007,3419,5.070682237246467
402.0,2008,2945,-13.863702837086866
402.0,2009,2724,-7.504244482173175
402.0,2010,2962,8.737151248164464
402.0,2011,2877,-2.8696826468602294
402.0,2012,2171,-24.53945081682308
402.0,2013,2807,29.29525564256103
402.0,2014,2685,-4.346277164232276
402.0,2015,2331,-13.184357541899441
402.0,2016,1982,-14.972114972114973
402.0,2017,2145,8.22401614530777
402.0,2018,1901,-11.375291375291376
402.0,2019,1766,-7.101525512887953
402.0,2020,1005,-43.091732729331824
402.0,2021,1538,53.03482587064676
402.0,2022,2001,30.10403120936281
402.0,2023,1084,-45.82708645677162
403.0,2006,8446,
403.0,2007,9124,8.027468624200806
403.0,2008,9348,2.4550635686102584
403.0,2009,10447,11.756525459991442
403.0,2010,9286,-11.113238250215373
403.0,2011,8302,-10.59659702778376
403.0,2012,7491,-9.768730426403275
403.0,2013,7692,2.683219863836604
403.0,2014,7781,1.1570462818512741
403.0,2015,6262,-19.52191235059761
403.0,2016,5491,-12.312360268284893
403.0,2017,5169,-5.86414132216354
403.0,2018,4612,-10.77577868059586
403.0,2019,4305,-6.65654813529922
403.0,2020,2653,-38.3739837398374
403.0,2021,2603,-1.8846588767433095
403.0,2022,2874,10.41106415674222
403.0,2023,1713,-40.396659707724424
404.0,2006,4885,
404.0,2007,5375,10.030706243602866
404.0,2008,5073,-5.618604651162791
404.0,2009,4827,-4.849201655824956
404.0,2010,4908,1.6780609073958979
404.0,2011,4411,-10.126324368378157
404.0,2012,4148,-5.962366810247109
404.0,2013,4241,2.2420443587270973
404.0,2014,4333,2.169299693468522
404.0,2015,4344,0.2538656819755366
404.0,2016,3682,-15.239410681399631
404.0,2017,3112,-15.480717001629548
404.0,2018,3205,2.988431876606684
404.0,2019,2910,-9.204368174726989
404.0,2020,2004,-31.1340206185567
404.0,2021,2199,9.73053892215569
404.0,2022,3026,37.60800363801728
404.0,2023,1945,-35.72372769332452
405.0,2006,4141,
405.0,2007,3680,-11.132576672301377
405.0,2008,3943,7.146739130434783
405.0,2009,4505,14.253106771493787
405.0,2010,5197,15.360710321864596
405.0,2011,4966,-4.44487204156244
405.0,2012,4700,-5.3564236810310115
405.0,2013,4640,-1.276595744680851
405.0,2014,4527,-2.435344827586207
405.0,2015,3651,-19.350563286944997
405.0,2016,3095,-15.228704464530265
405.0,2017,3034,-1.9709208400646203
405.0,2018,2680,-11.667765326301911
405.0,2019,2254,-15.895522388059701
405.0,2020,1909,-15.306122448979592
405.0,2021,1894,-0.7857517024620221
405.0,2022,1938,2.3231256599788805
405.0,2023,1009,-47.936016511867905
406.0,2006,2361,
406.0,2007,2322,-1.6518424396442184
406.0,2008,2250,-3.10077519379845
406.0,2009,2562,13.866666666666665
406.0,2010,2504,-2.2638563622170182
406.0,2011,2427,-3.0750798722044728
406.0,2012,2523,3.955500618046971
406.0,2013,2636,4.478795085216013
406.0,2014,2578,-2.2003034901365703
406.0,2015,2199,-14.70131885182312
406.0,2016,1876,-14.688494770350157
406.0,2017,1514,-19.29637526652452
406.0,2018,1570,3.6988110964332894
406.0,2019,1626,3.56687898089172
406.0,2020,1041,-35.97785977859779
406.0,2021,1365,31.12391930835735
406.0,2022,1521,11.428571428571429
406.0,2023,741,-51.28205128205128
407.0,2006,5298,
407.0,2007,4932,-6.908267270668176
407.0,2008,4806,-2.5547445255474455
407.0,2009,4933,2.6425301706200583
407.0,2010,4897,-0.7297790391242651
407.0,2011,5550,13.334694711047579
407.0,2012,5326,-4.036036036036036
407.0,2013,5421,1.7837025910627111
407.0,2014,5073,-6.419479800774765
407.0,2015,4550,-10.309481569091268
407.0,2016,4306,-5.362637362637362
407.0,2017,4122,-4.273107292150487
407.0,2018,4041,-1.9650655021834063
407.0,2019,3534,-12.546399406087602
407.0,2020,2258,-36.106395019807586
407.0,2021,2547,12.798937112488929
407.0,2022,3462,35.924617196702
407.0,2023,2189,-36.77065280184864
408.0,2006,3637,
408.0,2007,3155,-13.252680780863349
408.0,2008,3251,3.0427892234548337
408.0,2009,3515,8.120578283605044
408.0,2010,3516,0.028449502133712664
408.0,2011,3030,-13.822525597269625
408.0,2012,3318,9.504950495049505
408.0,2013,3682,10.970464135021098
408.0,2014,3667,-0.4073872895165671
408.0,2015,3132,-14.589582765203163
408.0,2016,2974,-5.044699872286079
408.0,2017,3305,11.129791526563551
408.0,2018,2418,-26.838124054462938
408.0,2019,2093,-13.440860215053762
408.0,2020,1415,-32.393693263258484
408.0,2021,1695,19.78798586572438
408.0,2022,2047,20.766961651917406
408.0,2023,1127,-44.9438202247191
409.0,2006,4011,
409.0,2007,4685,16.80378957865869
409.0,2008,4994,6.595517609391675
409.0,2009,4533,-9.231077292751301
409.0,2010,4751,4.809177145378336
409.0,2011,4258,-10.37676278678173
409.0,2012,4203,-1.2916862376702678
409.0,2013,4685,11.467999048298834
409.0,2014,4133,-11.782283884738527
409.0,2015,3916,-5.2504234212436485
409.0,2016,4316,10.21450459652707
409.0,2017,4108,-4.819277108433735
409.0,2018,3526,-14.167478091528723
409.0,2019,2842,-19.398752127056156
409.0,2020,1949,-31.421534130893736
409.0,2021,2230,14.417650076962547
409.0,2022,2514,12.73542600896861
409.0,2023,1554,-38.18615751789976
410.0,2006,3130,
410.0,2007,3676,17.444089456869012
410.0,2008,3243,-11.7791077257889
410.0,2009,3413,5.242059821153253
410.0,2010,3395,-0.527395253442719
410.0,2011,3404,0.2650957290132548
410.0,2012,3662,7.579318448883667
410.0,2013,4198,14.636810486073184
410.0,2014,3562,-15.15007146260124
410.0,2015,3273,-8.11341942728804
410.0,2016,3282,0.27497708524289644
410.0,2017,2856,-12.979890310786105
410.0,2018,2737,-4.166666666666666
410.0,2019,2405,-12.130069419071976
410.0,2020,1719,-28.523908523908524
410.0,2021,1901,10.587550901687028
410.0,2022,2351,23.671751709626513
410.0,2023,1447,-38.45172267120374
411.0,2006,1946,
411.0,2007,1830,-5.960945529290853
411.0,2008,1851,1.1475409836065573
411.0,2009,1848,-0.1620745542949757
411.0,2010,1801,-2.5432900432900434
411.0,2011,1559,-13.436979455857855
411.0,2012,1614,3.527902501603592
411.0,2013,1660,2.8500619578686495
411.0,2014,1434,-13.614457831325302
411.0,2015,1476,2.928870292887029
411.0,2016,1584,7.317073170731707
411.0,2017,1409,-11.047979797979798
411.0,2018,1054,-25.195173882185944
411.0,2019,952,-9.67741935483871
411.0,2020,580,-39.075630252100844
411.0,2021,700,20.689655172413794
411.0,2022,736,5.142857142857142
411.0,2023,460,-37.5
412.0,2006,12161,
412.0,2007,13360,9.859386563604966
412.0,2008,14142,5.8532934131736525
412.0,2009,15397,8.874275208598501
412.0,2010,14221,-7.637851529518737
412.0,2011,14174,-0.33049715209900854
412.0,2012,15320,8.085226471003246
412.0,2013,17342,13.198433420365536
412.0,2014,17999,3.7884903701995154
412.0,2015,15630,-13.161842324573586
412.0,2016,12920,-17.338451695457454
412.0,2017,10832,-16.1609907120743
412.0,2018,10234,-5.520679468242245
412.0,2019,9978,-2.5014657025600937
412.0,2020,6228,-37.5826819001804
412.0,2021,6406,2.8580603725112397
412.0,2022,7779,21.43303153293787
412.0,2023,5366,-31.019411235377298
413.0,2006,4918,
413.0,2007,4407,-10.390402602684018
413.0,2008,3881,-11.935557068300431
413.0,2009,4477,15.356866786910588
413.0,2010,4480,0.06700915791824882
413.0,2011,4517,0.8258928571428572
413.0,2012,4449,-1.505423953951738
413.0,2013,5034,13.149022252191504
413.0,2014,4922,-2.2248708780294004
413.0,2015,3878,-21.210889882161723
413.0,2016,3762,-2.9912325941206808
413.0,2017,3868,2.817650186071239
413.0,2018,3190,-17.52843846949328
413.0,2019,2685,-15.830721003134796
413.0,2020,2072,-22.83054003724395
413.0,2021,2117,2.171814671814672
413.0,2022,2679,26.547000472366555
413.0,2023,1869,-30.23516237402016
414.0,2006,5040,
414.0,2007,5430,7.738095238095238
414.0,2008,5772,6.2983425414364635
414.0,2009,5773,0.017325017325017324
414.0,2010,5850,1.3337952537675386
414.0,2011,5543,-5.247863247863248
414.0,2012,5180,-6.5488002886523535
414.0,2013,5244,1.2355212355212355
414.0,2014,6609,26.029748283752863
414.0,2015,5287,-20.003026176426086
414.0,2016,4961,-6.166067713258936
414.0,2017,4573,-7.82100382987301
414.0,2018,4242,-7.23813689044391
414.0,2019,3490,-17.727487034417727
414.0,2020,2439,-30.11461318051576
414.0,2021,2314,-5.125051250512505
414.0,2022,2569,11.019878997407087
414.0,2023,1443,-43.830284157259634
480.0,2006,32,
480.0,2007,29,-9.375
480.0,2008,11,-62.06896551724138
480.0,2009,33,200.0
480.0,2010,37,12.121212121212121
480.0,2011,29,-21.62162162162162
480.0,2012,116,300.0
480.0,2013,249,114.65517241379311
480.0,2014,138,-44.57831325301205
480.0,2015,95,-31.15942028985507
480.0,2016,67,-29.47368421052631
480.0,2017,73,8.955223880597014
480.0,2018,117,60.273972602739725
480.0,2019,91,-22.22222222222222
480.0,2020,29,-68.13186813186813
480.0,2021,21,-27.586206896551722
480.0,2022,34,61.904761904761905
480.0,2023,24,-29.411764705882355
481.0,2006,445,
481.0,2007,420,-5.617977528089887
481.0,2008,412,-1.9047619047619049
481.0,2009,411,-0.24271844660194172
481.0,2010,478,16.30170316301703
481.0,2011,511,6.903765690376569
481.0,2012,506,-0.9784735812133072
481.0,2013,587,16.007905138339922
481.0,2014,507,-13.62862010221465
481.0,2015,474,-6.508875739644971
481.0,2016,267,-43.67088607594937
481.0,2017,213,-20.224719101123593
481.0,2018,152,-28.638497652582164
481.0,2019,119,-21.710526315789476
481.0,2020,52,-56.30252100840336
481.0,2021,66,26.923076923076923
481.0,2022,108,63.63636363636363
481.0,2023,65,-39.81481481481482
482.0,2006,62,
482.0,2007,37,-40.32258064516129
482.0,2008,64,72.97297297297297
482.0,2009,94,46.875
482.0,2010,55,-41.48936170212766
482.0,2011,71,29.09090909090909
482.0,2012,108,52.112676056338024
482.0,2013,146,35.18518518518518
482.0,2014,81,-44.52054794520548
482.0,2015,54,-33.33333333333333
482.0,2016,139,157.40740740740742
482.0,2017,188,35.25179856115108
482.0,2018,48,-74.46808510638297
482.0,2019,17,-64.58333333333334
482.0,2020,13,-23.52941176470588
482.0,2021,23,76.92307692307693
482.0,2022,16,-30.434782608695656
482.0,2023,22,37.5
483.0,2006,2,
483.0,2007,3,50.0
483.0,2008,7,133.33333333333331
483.0,2009,3,-57.14285714285714
483.0,2010,3,0.0
483.0,2011,2,-33.33333333333333
483.0,2012,4,100.0
483.0,2013,2,-50.0
483.0,2014,1,-50.0
483.0,2015,5,400.0
483.0,2018,2,100.0
483.0,2019,2,0.0
483.0,2020,1,-50.0
483.0,2021,3,200.0
483.0,2022,2,-33.33333333333333
483.0,2023,3,50.0
484.0,2007,1,100.0
484.0,2008,2,100.0
484.0,2009,5,150.0
484.0,2010,8,60.0
484.0,2011,6,-25.0
484.0,2012,1,-83.33333333333334
484.0,2013,9,800.0
484.0,2014,5,-44.44444444444444
484.0,2015,3,-40.0
484.0,2016,7,133.33333333333331
484.0,2017,3,-57.14285714285714
484.0,2018,11,266.66666666666663
484.0,2019,2,-81.81818181818183
484.0,2020,2,0.0
484.0,2021,2,0.0
484.0,2022,2,0.0
484.0,2023,1,-50.0
501.0,2006,7363,
501.0,2007,7688,4.413961700393862
501.0,2008,9212,19.823100936524455
501.0,2009,8680,-5.775075987841945
501.0,2010,8823,1.6474654377880185
501.0,2011,8614,-2.3688087951943784
501.0,2012,7871,-8.625493382865104
501.0,2013,7510,-4.586456612882734
501.0,2014,8112,8.015978695073235
501.0,2015,6733,-16.99950690335306
501.0,2016,7656,13.708599435615623
501.0,2017,7060,-7.784743991640543
501.0,2018,6628,-6.118980169971672
501.0,2019,5692,-14.121907060953532
501.0,2020,3961,-30.411103302881237
501.0,2021,4736,19.56576622065135
501.0,2022,5537,16.913006756756758
501.0,2023,3280,-40.76214556619108
502.0,2006,3419,
502.0,2007,3133,-8.365019011406844
502.0,2008,3733,19.150973507819984
502.0,2009,3197,-14.358424859362442
502.0,2010,3312,3.597122302158273
502.0,2011,3247,-1.96256038647343
502.0,2012,3148,-3.0489682784108405
502.0,2013,3086,-1.9695044472681067
502.0,2014,3187,3.2728451069345432
502.0,2015,2536,-20.426733605271416
502.0,2016,2698,6.38801261829653
502.0,2017,2291,-15.08524833209785
502.0,2018,2182,-4.757747708424269
502.0,2019,2019,-7.470210815765353
502.0,2020,1267,-37.246161466072316
502.0,2021,1430,12.86503551696922
502.0,2022,1661,16.153846153846153
502.0,2023,918,-44.73208910295003
503.0,2006,1610,
503.0,2007,1565,-2.7950310559006213
503.0,2008,2028,29.58466453674121
503.0,2009,2082,2.6627218934911245
503.0,2010,2117,1.6810758885686838
503.0,2011,2128,0.5196032120925839
503.0,2012,1976,-7.142857142857142
503.0,2013,2112,6.882591093117409
503.0,2014,1955,-7.433712121212121
503.0,2015,1838,-5.9846547314578
503.0,2016,1973,7.3449401523394995
503.0,2017,2016,2.1794221996958947
503.0,2018,1605,-20.386904761904763
503.0,2019,1310,-18.38006230529595
503.0,2020,961,-26.641221374045802
503.0,2021,1038,8.012486992715921
503.0,2022,1163,12.042389210019268
503.0,2023,679,-41.61650902837489
595.0,2006,14,
595.0,2007,25,78.57142857142857
595.0,2008,30,20.0
595.0,2009,14,-53.333333333333336
595.0,2010,9,-35.714285714285715
595.0,2011,36,300.0
595.0,2012,24,-33.33333333333333
595.0,2013,13,-45.83333333333333
595.0,2014,23,76.92307692307693
595.0,2015,11,-52.17391304347826
595.0,2016,17,54.54545454545454
595.0,2017,11,-35.294117647058826
595.0,2018,9,-18.181818181818183
595.0,2019,11,22.22222222222222
595.0,2020,6,-45.45454545454545
595.0,2021,7,16.666666666666664
595.0,2022,14,100.0
595.0,2023,9,-35.714285714285715
483.0,2016,0,-100.0
483.0,2017,0,0.0
484.0,2006,0,
