Neighborhood,ARREST_YEAR,#_ARRESTS,ARREST_CHANGE
Hunts Point - Mott Haven,2013,16792,0.2507462686567164
Hunts Point - Mott Haven,2014,18101,7.795378751786565
Hunts Point - Mott Haven,2015,16741,-7.513397049886747
Hunts Point - Mott Haven,2016,14615,-12.699360850606295
Hunts Point - Mott Haven,2017,11820,-19.124187478617856
Hunts Point - Mott Haven,2018,10040,-15.059221658206429
Hunts Point - Mott Haven,2019,9082,-9.54183266932271
Hunts Point - Mott Haven,2020,7339,-19.191807971812377
Hunts Point - Mott Haven,2021,5876,-19.934595994004635
Hunts Point - Mott Haven,2022,6899,17.409802586793738
Hunts Point - Mott Haven,2023,4932,-28.51137846064647
JFK Airport,2006,0,
JFK Airport,2007,0,0.0
JFK Airport,2008,0,0.0
JFK Airport,2009,0,0.0
JFK Airport,2010,0,0.0
JFK Airport,2011,0,0.0
JFK Airport,2012,0,0.0
JFK Airport,2013,0,0.0
JFK Airport,2014,0,0.0
JFK Airport,2015,0,0.0
JFK Airport,2016,0,0.0
JFK Airport,2017,0,0.0
JFK Airport,2018,0,0.0
JFK Airport,2019,0,0.0
JFK Airport,2020,0,0.0
JFK Airport,2021,0,0.0
JFK Airport,2022,0,0.0
JFK Airport,2023,0,0.0
Jamaica,2006,14113,
Jamaica,2007,15135,7.241550343654786
Jamaica,2008,15357,1.466798810703667
Jamaica,2009,16862,9.800091163638731
Jamaica,2010,15897,-5.7229272921361645
Jamaica,2011,15648,-1.5663332704283828
Jamaica,2012,17050,8.959611451942742
Jamaica,2013,19165,12.404692082111438
Jamaica,2014,19799,3.3081137490216537
Jamaica,2015,16816,-15.066417495833123
Jamaica,2016,13889,-17.406041864890582
Jamaica,2017,12033,-13.363093095255238
Jamaica,2018,10908,-9.349289454001495
Jamaica,2019,10599,-2.832783278327833
Jamaica,2020,6943,-34.49382017171431
Jamaica,2021,6981,0.547313841278986
Jamaica,2022,8697,24.581005586592177
Jamaica,2023,5816,-33.12636541336093
Kingsbridge - Riverdale,2006,2024,
Kingsbridge - Riverdale,2007,2809,38.78458498023715
Kingsbridge - Riverdale,2008,3017,7.404770380918476
Kingsbridge - Riverdale,2009,4780,58.43553198541598
Kingsbridge - Riverdale,2010,7535,57.63598326359832
Kingsbridge - Riverdale,2011,6921,-8.148639681486397
Kingsbridge - Riverdale,2012,4220,-39.026152290131485
Kingsbridge - Riverdale,2013,2665,-36.84834123222749
Kingsbridge - Riverdale,2014,2883,8.180112570356473
Kingsbridge - Riverdale,2015,2610,-9.469302809573362
Kingsbridge - Riverdale,2016,2408,-7.7394636015325675
Kingsbridge - Riverdale,2017,1826,-24.169435215946844
Kingsbridge - Riverdale,2018,1705,-6.626506024096386
Kingsbridge - Riverdale,2019,1798,5.454545454545454
Kingsbridge - Riverdale,2020,1139,-36.65183537263626
Kingsbridge - Riverdale,2021,1448,27.12906057945566
Kingsbridge - Riverdale,2022,2099,44.9585635359116
Kingsbridge - Riverdale,2023,1072,-48.928060981419726
Laguardia Airport,2006,0,
Laguardia Airport,2007,0,0.0
Laguardia Airport,2008,0,0.0
Laguardia Airport,2009,0,0.0
Laguardia Airport,2010,0,0.0
Laguardia Airport,2011,0,0.0
Laguardia Airport,2012,0,0.0
Laguardia Airport,2013,0,0.0
Laguardia Airport,2014,0,0.0
Laguardia Airport,2015,0,0.0
Laguardia Airport,2016,0,0.0
Laguardia Airport,2017,0,0.0
Laguardia Airport,2018,0,0.0
Laguardia Airport,2019,0,0.0
Laguardia Airport,2020,0,0.0
Laguardia Airport,2021,0,0.0
Laguardia Airport,2022,0,0.0
Laguardia Airport,2023,0,0.0
Long Island City - Astoria,2006,8021,
Long Island City - Astoria,2007,8783,9.500062336367037
Long Island City - Astoria,2008,7606,-13.400888079243995
Long Island City - Astoria,2009,7349,-3.3789113857480935
Long Island City - Astoria,2010,6952,-5.402095523200436
Long Island City - Astoria,2011,6775,-2.546029919447641
Long Island City - Astoria,2012,6237,-7.940959409594097
Long Island City - Astoria,2013,7166,14.89498156164823
Long Island City - Astoria,2014,7043,-1.7164387384873012
Long Island City - Astoria,2015,6334,-10.066732926309811
Long Island City - Astoria,2016,6672,5.336280391537733
Long Island City - Astoria,2017,6362,-4.646282973621103
Long Island City - Astoria,2018,5305,-16.61427224143351
Long Island City - Astoria,2019,4611,-13.081998114985863
Long Island City - Astoria,2020,2677,-41.943179353719366
Long Island City - Astoria,2021,3974,48.449757190885315
Long Island City - Astoria,2022,4562,14.796175138399597
Long Island City - Astoria,2023,2393,-47.544936431389736
Lower Manhattan,2006,2415,
Lower Manhattan,2007,2552,5.67287784679089
Lower Manhattan,2008,2539,-0.5094043887147335
Lower Manhattan,2009,2654,4.529342260732571
Lower Manhattan,2010,2761,4.031650339110776
Lower Manhattan,2011,3916,41.832669322709165
Lower Manhattan,2012,3473,-11.312563840653727
Lower Manhattan,2013,2837,-18.312697955657935
Lower Manhattan,2014,2644,-6.8029608741628484
Lower Manhattan,2015,2507,-5.181543116490166
Lower Manhattan,2016,2604,3.8691663342640603
Lower Manhattan,2017,2295,-11.866359447004609
Lower Manhattan,2018,1948,-15.119825708061002
Lower Manhattan,2019,1842,-5.441478439425051
Lower Manhattan,2020,1082,-41.25950054288817
Lower Manhattan,2021,1023,-5.452865064695009
Lower Manhattan,2022,1196,16.911045943304007
Lower Manhattan,2023,737,-38.37792642140469
Northeast Bronx,2006,5911,
Northeast Bronx,2007,6688,13.144983928269326
Northeast Bronx,2008,7128,6.578947368421052
Northeast Bronx,2009,6918,-2.9461279461279464
Northeast Bronx,2010,6942,0.3469210754553339
Northeast Bronx,2011,6413,-7.620282339383463
Northeast Bronx,2012,6416,0.04677997816934352
Northeast Bronx,2013,6544,1.99501246882793
Northeast Bronx,2014,6816,4.156479217603912
Northeast Bronx,2015,6410,-5.956572769953052
Northeast Bronx,2016,5727,-10.655226209048362
Northeast Bronx,2017,5658,-1.2048192771084338
Northeast Bronx,2018,4923,-12.990455991516436
Northeast Bronx,2019,4607,-6.4188502945358525
Northeast Bronx,2020,2700,-41.39353158237465
Northeast Bronx,2021,3179,17.74074074074074
Northeast Bronx,2022,3714,16.829191569676
Northeast Bronx,2023,2153,-42.03015616585891
Pelham - Throgs Neck,2006,13716,
Pelham - Throgs Neck,2007,15345,11.876640419947506
Pelham - Throgs Neck,2008,14038,-8.51743238840013
Pelham - Throgs Neck,2009,14753,5.093318136486679
Pelham - Throgs Neck,2010,15073,2.1690503626381075
Pelham - Throgs Neck,2011,15883,5.373847276587275
Pelham - Throgs Neck,2012,13951,-12.163948876156898
Pelham - Throgs Neck,2013,12424,-10.945451938929109
Pelham - Throgs Neck,2014,12421,-0.024146812620734065
Pelham - Throgs Neck,2015,10106,-18.63779083809677
Pelham - Throgs Neck,2016,10335,2.265980605580843
Pelham - Throgs Neck,2017,10102,-2.2544750846637642
Pelham - Throgs Neck,2018,8976,-11.14630766184914
Pelham - Throgs Neck,2019,7645,-14.82843137254902
Pelham - Throgs Neck,2020,6228,-18.53499018966645
Pelham - Throgs Neck,2021,5709,-8.333333333333332
Pelham - Throgs Neck,2022,7432,30.1804168856192
Pelham - Throgs Neck,2023,4551,-38.76480086114101
Port Richmond,2006,2639,
Port Richmond,2007,2751,4.244031830238726
Port Richmond,2008,3378,22.791712104689203
Port Richmond,2009,3217,-4.766133806986383
Port Richmond,2010,3104,-3.5125893689773076
Port Richmond,2011,3294,6.121134020618556
Port Richmond,2012,2935,-10.89860352155434
Port Richmond,2013,3155,7.495741056218058
Port Richmond,2014,3995,26.62440570522979
Port Richmond,2015,3261,-18.3729662077597
Port Richmond,2016,3242,-0.5826433609322293
Port Richmond,2017,2871,-11.443553362122147
Port Richmond,2018,2543,-11.424590734935562
Port Richmond,2019,2302,-9.476995674400314
Port Richmond,2020,1912,-16.941789748045178
Port Richmond,2021,2003,4.7594142259414225
Port Richmond,2022,2119,5.791313030454318
Port Richmond,2023,1088,-48.65502595563945
Ridgewood - Forest Hills,2006,5768,
Ridgewood - Forest Hills,2007,5436,-5.755894590846047
Ridgewood - Forest Hills,2008,5734,5.481972038263429
Ridgewood - Forest Hills,2009,6568,14.544820369724452
Ridgewood - Forest Hills,2010,7150,8.861144945188794
Ridgewood - Forest Hills,2011,6770,-5.314685314685315
Ridgewood - Forest Hills,2012,6717,-0.7828655834564255
Ridgewood - Forest Hills,2013,6854,2.039601012356707
Ridgewood - Forest Hills,2014,6565,-4.216515903122264
Ridgewood - Forest Hills,2015,5373,-18.156892612338158
Ridgewood - Forest Hills,2016,4694,-12.637260375953844
Ridgewood - Forest Hills,2017,4399,-6.284618662121858
Ridgewood - Forest Hills,2018,4216,-4.160036371902706
Ridgewood - Forest Hills,2019,3692,-12.428842504743832
Ridgewood - Forest Hills,2020,2787,-24.5124593716143
Ridgewood - Forest Hills,2021,2909,4.377466810190168
Ridgewood - Forest Hills,2022,2441,-16.088002750085938
Ridgewood - Forest Hills,2023,1704,-30.192544039328144
Rockaway,2006,5160,
Rockaway,2007,5387,4.39922480620155
Rockaway,2008,5773,7.165398180805643
Rockaway,2009,5836,1.0912870258098042
Rockaway,2010,5785,-0.8738862234407128
Rockaway,2011,5585,-3.457216940363008
Rockaway,2012,5108,-8.540734109221129
Rockaway,2013,5451,6.714956930305403
Rockaway,2014,6563,20.399926618968998
Rockaway,2015,5251,-19.99085783940271
Rockaway,2016,5047,-3.884974290611312
Rockaway,2017,4612,-8.618981573211808
Rockaway,2018,4042,-12.35906331309627
Rockaway,2019,3572,-11.627906976744185
Rockaway,2020,2011,-43.7010078387458
Rockaway,2021,2338,16.260566882148186
Rockaway,2022,2817,20.487596236099233
Rockaway,2023,1444,-48.739794107206244
South Beach - Tottenville,2006,3218,
South Beach - Tottenville,2007,2965,-7.862026103169671
South Beach - Tottenville,2008,3701,24.822934232715006
South Beach - Tottenville,2009,3396,-8.241015941637396
South Beach - Tottenville,2010,3327,-2.0318021201413425
South Beach - Tottenville,2011,3383,1.6831980763450556
South Beach - Tottenville,2012,3353,-0.8867868755542417
South Beach - Tottenville,2013,3265,-2.62451535937966
South Beach - Tottenville,2014,3097,-5.145482388973966
South Beach - Tottenville,2015,2700,-12.818856958346785
South Beach - Tottenville,2016,3033,12.333333333333334
South Beach - Tottenville,2017,2952,-2.6706231454005933
South Beach - Tottenville,2018,2549,-13.651761517615176
South Beach - Tottenville,2019,2288,-10.239309533150255
South Beach - Tottenville,2020,1487,-35.00874125874126
South Beach - Tottenville,2021,1639,10.221923335574983
South Beach - Tottenville,2022,1643,0.24405125076266015
South Beach - Tottenville,2023,1066,-35.11868533171029
Southeast Queens,2006,4913,
Southeast Queens,2007,4494,-8.528394056584572
Southeast Queens,2008,4078,-9.256786826880285
Southeast Queens,2009,4723,15.816576753310446
Southeast Queens,2010,4655,-1.4397628625873384
Southeast Queens,2011,4758,2.2126745435016115
Southeast Queens,2012,4554,-4.287515762925599
Southeast Queens,2013,5263,15.56873078612209
Southeast Queens,2014,5022,-4.579137374121223
Southeast Queens,2015,3963,-21.08721624850657
Southeast Queens,2016,4002,0.984102952308857
Southeast Queens,2017,3965,-0.9245377311344328
Southeast Queens,2018,3354,-15.40983606557377
Southeast Queens,2019,2861,-14.69886702444842
Southeast Queens,2020,1595,-44.250262146102756
Southeast Queens,2021,2146,34.54545454545455
Southeast Queens,2022,3159,47.20410065237651
Southeast Queens,2023,1887,-40.2659069325736
Southwest Queens,2006,7328,
Southwest Queens,2007,8359,14.069323144104803
Southwest Queens,2008,8050,-3.696614427563106
Southwest Queens,2009,7951,-1.2298136645962732
Southwest Queens,2010,8126,2.200981008678154
Southwest Queens,2011,7602,-6.448437115431947
Southwest Queens,2012,7942,4.472507234938174
Southwest Queens,2013,8750,10.173759758247293
Southwest Queens,2014,7647,-12.605714285714287
Southwest Queens,2015,7217,-5.623120177847522
Southwest Queens,2016,7611,5.459332132465013
Southwest Queens,2017,7069,-7.121271843384575
Southwest Queens,2018,5704,-19.309661904088273
Southwest Queens,2019,5237,-8.187237026647965
Southwest Queens,2020,3507,-33.03417987397365
Southwest Queens,2021,4178,19.133162246934702
Southwest Queens,2022,4199,0.5026328386787937
Southwest Queens,2023,2975,-29.1497975708502
Stapleton - St. George,2006,5393,
Stapleton - St. George,2007,5560,3.096606712404969
Stapleton - St. George,2008,6422,15.50359712230216
Stapleton - St. George,2009,5905,-8.05045157271878
Stapleton - St. George,2010,5987,1.388653683319221
Stapleton - St. George,2011,5691,-4.944045431768832
Stapleton - St. George,2012,5401,-5.095765243366719
Stapleton - St. George,2013,4976,-7.868913164228847
Stapleton - St. George,2014,4529,-8.983118971061094
Stapleton - St. George,2015,3953,-12.718039302274233
Stapleton - St. George,2016,4971,25.752592967366557
Stapleton - St. George,2017,4668,-6.095353047676523
Stapleton - St. George,2018,4533,-2.892030848329049
Stapleton - St. George,2019,3845,-15.177586587249062
Stapleton - St. George,2020,1836,-52.249674902470744
Stapleton - St. George,2021,2857,55.61002178649237
Stapleton - St. George,2022,4229,48.022401120056
Stapleton - St. George,2023,2368,-44.005675100496575
Sunset Park,2006,4889,
Sunset Park,2007,4854,-0.7158928206177132
Sunset Park,2008,4505,-7.18994643592913
Sunset Park,2009,4241,-5.86015538290788
Sunset Park,2010,4573,7.828342372082056
Sunset Park,2011,4150,-9.249945331292368
Sunset Park,2012,4237,2.096385542168675
Sunset Park,2013,4345,2.5489733301864526
Sunset Park,2014,4330,-0.34522439585730724
Sunset Park,2015,3843,-11.247113163972285
Sunset Park,2016,4352,13.244860785844391
Sunset Park,2017,4866,11.810661764705882
Sunset Park,2018,3955,-18.721742704480064
Sunset Park,2019,3872,-2.0986093552465235
Sunset Park,2020,2841,-26.62706611570248
Sunset Park,2021,2525,-11.122844068989792
Sunset Park,2022,2433,-3.6435643564356432
Sunset Park,2023,1801,-25.976161117961365
Union Square - Lower East Side,2006,9173,
Union Square - Lower East Side,2007,9889,7.805516188815001
Union Square - Lower East Side,2008,9576,-3.165132976033977
Union Square - Lower East Side,2009,10663,11.351294903926483
Union Square - Lower East Side,2010,11925,11.835318390696802
Union Square - Lower East Side,2011,12264,2.842767295597484
Union Square - Lower East Side,2012,12026,-1.9406392694063925
Union Square - Lower East Side,2013,10970,-8.780974555130552
Union Square - Lower East Side,2014,10152,-7.456700091157703
Union Square - Lower East Side,2015,9693,-4.521276595744681
Union Square - Lower East Side,2016,8483,-12.483235324460951
Union Square - Lower East Side,2017,7519,-11.363904279146528
Union Square - Lower East Side,2018,5906,-21.452320787338742
Union Square - Lower East Side,2019,5171,-12.444971215712835
Union Square - Lower East Side,2020,3668,-29.065944691549024
Union Square - Lower East Side,2021,4142,12.92257360959651
Union Square - Lower East Side,2022,3871,-6.542732979237084
Union Square - Lower East Side,2023,2532,-34.59054507879101
Upper East Side,2006,3107,
Upper East Side,2007,3094,-0.41841004184100417
Upper East Side,2008,2678,-13.445378151260504
Upper East Side,2009,2591,-3.2486930545182973
Upper East Side,2010,2636,1.736781165573138
Upper East Side,2011,2684,1.8209408194233687
Upper East Side,2012,2971,10.692995529061102
Upper East Side,2013,2702,-9.054190508246382
Upper East Side,2014,2566,-5.033308660251666
Upper East Side,2015,2454,-4.364770070148091
Upper East Side,2016,2484,1.2224938875305624
Upper East Side,2017,2400,-3.3816425120772946
Upper East Side,2018,2056,-14.333333333333334
Upper East Side,2019,2056,0.0
Upper East Side,2020,1214,-40.95330739299611
Upper East Side,2021,1408,15.980230642504118
Upper East Side,2022,2090,48.4375
Upper East Side,2023,982,-53.014354066985646
Upper West Side,2006,5812,
Upper West Side,2007,6473,11.373021335168616
Upper West Side,2008,6340,-2.0546887069365054
Upper West Side,2009,6486,2.302839116719243
Upper West Side,2010,5846,-9.867406722170829
Upper West Side,2011,5495,-6.004105371193979
Upper West Side,2012,5699,3.7124658780709736
Upper West Side,2013,5320,-6.650289524477978
Upper West Side,2014,5554,4.398496240601504
Upper West Side,2015,4986,-10.2268635217861
Upper West Side,2016,4459,-10.569594865623747
Upper West Side,2017,4449,-0.2242655303879794
Upper West Side,2018,3702,-16.790289952798382
Upper West Side,2019,3119,-15.74824419232847
Upper West Side,2020,2470,-20.807951266431548
Upper West Side,2021,2564,3.8056680161943324
Upper West Side,2022,2721,6.123244929797192
Upper West Side,2023,1739,-36.08967291436972
Washington Heights - Inwood,2006,15745,
Washington Heights - Inwood,2007,18505,17.52937440457288
Washington Heights - Inwood,2008,17098,-7.603350445825452
Washington Heights - Inwood,2009,18120,5.977307287402035
Washington Heights - Inwood,2010,16486,-9.01766004415011
Washington Heights - Inwood,2011,16157,-1.9956326580128594
Washington Heights - Inwood,2012,15934,-1.3802067215448413
Washington Heights - Inwood,2013,15487,-2.8053219530563576
Washington Heights - Inwood,2014,14746,-4.784658100342223
Washington Heights - Inwood,2015,12105,-17.90994167909942
Washington Heights - Inwood,2016,11541,-4.659231722428749
Washington Heights - Inwood,2017,9435,-18.247985443202495
Washington Heights - Inwood,2018,7642,-19.003709591944887
Washington Heights - Inwood,2019,6058,-20.727558230829626
Washington Heights - Inwood,2020,3733,-38.37900297127765
Washington Heights - Inwood,2021,4824,29.225823734261986
Washington Heights - Inwood,2022,6435,33.3955223880597
Washington Heights - Inwood,2023,3367,-47.67676767676768
West Queens,2006,16121,
West Queens,2007,17687,9.714037590720178
West Queens,2008,17005,-3.855939390512806
West Queens,2009,18021,5.974713319611879
West Queens,2010,17019,-5.560179790244715
West Queens,2011,15644,-8.079205593748163
West Queens,2012,14139,-9.620301713116849
West Queens,2013,14811,4.752811372798642
West Queens,2014,14954,0.9654986158935926
West Queens,2015,12925,-13.568276046542731
West Queens,2016,11046,-14.53771760154739
West Queens,2017,10190,-7.749411551692921
West Queens,2018,9523,-6.545632973503435
West Queens,2019,8481,-10.941930064055445
West Queens,2020,5728,-32.46079471760406
West Queens,2021,5939,3.683659217877095
West Queens,2022,7875,32.59808048493012
West Queens,2023,4356,-44.68571428571428
Williamsburg - Bushwick,2006,12768,
Williamsburg - Bushwick,2007,13558,6.18734335839599
Williamsburg - Bushwick,2008,14498,6.933175984658504
Williamsburg - Bushwick,2009,15111,4.228169402676231
Williamsburg - Bushwick,2010,14568,-3.5934087750645225
Williamsburg - Bushwick,2011,15256,4.72267984623833
Williamsburg - Bushwick,2012,14403,-5.5912427897220764
Williamsburg - Bushwick,2013,13387,-7.054085954315073
Williamsburg - Bushwick,2014,11664,-12.870695450810487
Williamsburg - Bushwick,2015,9326,-20.044581618655695
Williamsburg - Bushwick,2016,8606,-7.720351704911002
Williamsburg - Bushwick,2017,7889,-8.33139669997676
Williamsburg - Bushwick,2018,6731,-14.678666497654962
Williamsburg - Bushwick,2019,5785,-14.054375278561878
Williamsburg - Bushwick,2020,3876,-32.999135695764906
Williamsburg - Bushwick,2021,4234,9.236326109391124
Williamsburg - Bushwick,2022,6484,53.14123760037789
Williamsburg - Bushwick,2023,3352,-48.303516347933375
Willowbrook,2006,1307,
Willowbrook,2007,1275,-2.448355011476664
Willowbrook,2008,1544,21.098039215686274
Willowbrook,2009,1418,-8.160621761658032
Willowbrook,2010,1809,27.57404795486601
Willowbrook,2011,1608,-11.11111111111111
Willowbrook,2012,1325,-17.599502487562187
Willowbrook,2013,1520,14.716981132075471
Willowbrook,2014,1606,5.657894736842105
Willowbrook,2015,1228,-23.536737235367372
Willowbrook,2016,1164,-5.211726384364821
Willowbrook,2017,969,-16.752577319587626
Willowbrook,2018,784,-19.09184726522188
Willowbrook,2019,702,-10.459183673469388
Willowbrook,2020,569,-18.945868945868945
Willowbrook,2021,540,-5.0966608084358525
Willowbrook,2022,664,22.962962962962962
Willowbrook,2023,364,-45.18072289156627
