State_Assembly_District,ARREST_YEAR,#_ARRESTS,ARREST_CHANGE
55.0,2015,10627,-16.950609565489216
55.0,2016,9350,-12.016561588406887
55.0,2017,7823,-16.331550802139038
55.0,2018,7047,-9.919468234692573
55.0,2019,5580,-20.81736909323116
55.0,2020,3602,-35.448028673835125
55.0,2021,3464,-3.8312048861743477
55.0,2022,4863,40.38683602771363
55.0,2023,3233,-33.518404277195145
56.0,2006,9209,
56.0,2007,11028,19.75241611467043
56.0,2008,11097,0.6256800870511425
56.0,2009,12828,15.598810489321439
56.0,2010,12446,-2.977860929217337
56.0,2011,11812,-5.09400610637956
56.0,2012,11598,-1.8117168980697596
56.0,2013,11520,-0.6725297465080186
56.0,2014,9926,-13.836805555555557
56.0,2015,8153,-17.862180132984083
56.0,2016,7552,-7.3715196860051515
56.0,2017,6610,-12.473516949152543
56.0,2018,5836,-11.709531013615734
56.0,2019,4923,-15.644276901987663
56.0,2020,3857,-21.653463335364613
56.0,2021,3892,0.9074410163339384
56.0,2022,4639,19.193216855087357
56.0,2023,2659,-42.681612416469065
57.0,2006,7660,
57.0,2007,8090,5.613577023498695
57.0,2008,7235,-10.568603213844252
57.0,2009,7617,5.279889426399447
57.0,2010,7809,2.520677432059866
57.0,2011,6938,-11.153796901011653
57.0,2012,7406,6.745459786682042
57.0,2013,6982,-5.725087766675668
57.0,2014,6929,-0.7590948152391865
57.0,2015,5694,-17.823639774859288
57.0,2016,5394,-5.268703898840886
57.0,2017,4585,-14.9981460882462
57.0,2018,3387,-26.128680479825515
57.0,2019,2963,-12.518452908178329
57.0,2020,1964,-33.715828552143094
57.0,2021,1863,-5.142566191446028
57.0,2022,2256,21.09500805152979
57.0,2023,1492,-33.86524822695036
58.0,2006,4315,
58.0,2007,4816,11.61066048667439
58.0,2008,4201,-12.769933554817275
58.0,2009,4748,13.020709354915496
58.0,2010,4309,-9.245998315080033
58.0,2011,4561,5.84822464608958
58.0,2012,5101,11.839508879631659
58.0,2013,4847,-4.979415800823368
58.0,2014,5352,10.418815762327213
58.0,2015,4700,-12.182361733931241
58.0,2016,4121,-12.319148936170214
58.0,2017,3564,-13.516136859985439
58.0,2018,3315,-6.986531986531987
58.0,2019,2688,-18.914027149321267
58.0,2020,1706,-36.532738095238095
58.0,2021,2053,20.33997655334115
58.0,2022,2380,15.927910375060886
58.0,2023,1473,-38.10924369747899
59.0,2006,2394,
59.0,2007,2523,5.3884711779448615
59.0,2008,2398,-4.954419342053112
59.0,2009,2357,-1.7097581317764805
59.0,2010,2527,7.212558336868902
59.0,2011,2784,10.170162247724575
59.0,2012,2719,-2.3347701149425286
59.0,2013,2528,-7.024641412283927
59.0,2014,2669,5.5775316455696204
59.0,2015,2239,-16.110902959910078
59.0,2016,2346,4.778919160339437
59.0,2017,2192,-6.564364876385337
59.0,2018,1894,-13.594890510948904
59.0,2019,1440,-23.970432946145724
59.0,2020,976,-32.22222222222222
59.0,2021,1140,16.80327868852459
59.0,2022,1473,29.210526315789476
59.0,2023,926,-37.13509843856076
60.0,2006,6849,
60.0,2007,7314,6.789312308366186
60.0,2008,7118,-2.679792179382007
60.0,2009,8382,17.75779713402641
60.0,2010,8232,-1.789549033643522
60.0,2011,8757,6.377551020408164
60.0,2012,8639,-1.3474934338243691
60.0,2013,8161,-5.533047806459081
60.0,2014,8034,-1.5561818404607277
60.0,2015,7177,-10.667164550659697
60.0,2016,5939,-17.249547164553437
60.0,2017,4454,-25.004209462872538
60.0,2018,3593,-19.330938482263136
60.0,2019,2995,-16.64347342053994
60.0,2020,1763,-41.13522537562604
60.0,2021,2091,18.6046511627907
60.0,2022,4108,96.46102343376374
60.0,2023,2606,-36.56280428432327
61.0,2006,7073,
61.0,2007,7469,5.598755832037325
61.0,2008,8556,14.553487749364038
61.0,2009,8043,-5.995792426367461
61.0,2010,8232,2.3498694516971277
61.0,2011,8574,4.154518950437318
61.0,2012,8272,-3.522276650338232
61.0,2013,7369,-10.916344294003869
61.0,2014,7966,8.101506310218483
61.0,2015,6753,-15.227215666582977
61.0,2016,7776,15.14882274544647
61.0,2017,6832,-12.139917695473251
61.0,2018,6385,-6.542740046838408
61.0,2019,5615,-12.059514487079092
61.0,2020,3546,-36.84772929652716
61.0,2021,4190,18.161308516638467
61.0,2022,5022,19.856801909307876
61.0,2023,2932,-41.61688570290721
62.0,2006,1378,
62.0,2007,1376,-0.14513788098693758
62.0,2008,1739,26.380813953488374
62.0,2009,1839,5.750431282346176
62.0,2010,1814,-1.3594344752582925
62.0,2011,1831,0.9371554575523704
62.0,2012,1703,-6.990715456034953
62.0,2013,1852,8.749266001174398
62.0,2014,1777,-4.049676025917927
62.0,2015,1667,-6.1902082160945415
62.0,2016,1759,5.518896220755849
62.0,2017,1846,4.945992040932349
62.0,2018,1419,-23.13109425785482
62.0,2019,1160,-18.2522903453136
62.0,2020,833,-28.18965517241379
62.0,2021,894,7.322929171668667
62.0,2022,1068,19.463087248322147
62.0,2023,603,-43.53932584269663
63.0,2006,2564,
63.0,2007,2514,-1.9500780031201248
63.0,2008,3122,24.184566428003183
63.0,2009,2981,-4.516335682254965
63.0,2010,3158,5.93760483059376
63.0,2011,3228,2.2165927802406586
63.0,2012,2617,-18.92812887236679
63.0,2013,2668,1.9487963316774932
63.0,2014,2752,3.1484257871064467
63.0,2015,2255,-18.05959302325581
63.0,2016,2143,-4.966740576496674
63.0,2017,1942,-9.379374708352776
63.0,2018,1734,-10.710607621009268
63.0,2019,1496,-13.725490196078432
63.0,2020,1001,-33.088235294117645
63.0,2021,1169,16.783216783216783
63.0,2022,1331,13.857998289136015
63.0,2023,837,-37.11495116453794
64.0,2006,2952,
64.0,2007,2808,-4.878048780487805
64.0,2008,3259,16.06125356125356
64.0,2009,2778,-14.759128567045106
64.0,2010,2708,-2.51979841612671
64.0,2011,2694,-0.51698670605613
64.0,2012,2734,1.4847809948032664
64.0,2013,2525,-7.644476956839795
64.0,2014,2378,-5.8217821782178225
64.0,2015,2030,-14.634146341463413
64.0,2016,2440,20.19704433497537
64.0,2017,2242,-8.114754098360656
64.0,2018,2072,-7.582515611061552
64.0,2019,1867,-9.893822393822393
64.0,2020,1247,-33.20835565077665
64.0,2021,1412,13.2317562149158
64.0,2022,1496,5.94900849858357
64.0,2023,896,-40.106951871657756
65.0,2006,7812,
65.0,2007,8335,6.694828469022017
65.0,2008,8056,-3.347330533893221
65.0,2009,8483,5.300397219463754
65.0,2010,8554,0.8369680537545678
65.0,2011,8678,1.4496142155716623
65.0,2012,8979,3.4685411385111777
65.0,2013,8735,-2.717451832052567
65.0,2014,8610,-1.4310246136233544
65.0,2015,8247,-4.2160278745644595
65.0,2016,7877,-4.48647993209652
65.0,2017,7516,-4.582963057001396
65.0,2018,6634,-11.734965407131453
65.0,2019,6014,-9.345794392523365
65.0,2020,3343,-44.41303624875291
65.0,2021,4132,23.60155548908166
65.0,2022,5168,25.072604065827687
65.0,2023,2692,-47.910216718266255
66.0,2006,9441,
66.0,2007,10810,14.500582565406205
66.0,2008,11542,6.771507863089732
66.0,2009,12638,9.495754635245191
66.0,2010,12770,1.0444690615603733
66.0,2011,12783,0.10180109631949884
66.0,2012,12042,-5.79676132363295
66.0,2013,12405,3.014449427005481
66.0,2014,11918,-3.92583635630794
66.0,2015,10357,-13.097835207249538
66.0,2016,8653,-16.45264072607898
66.0,2017,7977,-7.812319426788397
66.0,2018,6655,-16.572646358280053
66.0,2019,5701,-14.335086401202105
66.0,2020,4141,-27.363620417470617
66.0,2021,4169,0.6761651774933591
66.0,2022,5122,22.85919884864476
66.0,2023,2904,-43.30339711050371
67.0,2006,2575,
67.0,2007,2729,5.980582524271845
67.0,2008,2709,-0.7328691828508611
67.0,2009,3015,11.295681063122924
67.0,2010,2660,-11.774461028192372
67.0,2011,2847,7.030075187969925
67.0,2012,2418,-15.068493150684931
67.0,2013,2515,4.01157981803143
67.0,2014,2498,-0.6759443339960238
67.0,2015,2039,-18.374699759807847
67.0,2016,1899,-6.866110838646396
67.0,2017,1821,-4.107424960505529
67.0,2018,1570,-13.783635365183965
67.0,2019,1394,-11.210191082802549
67.0,2020,736,-47.20229555236729
67.0,2021,929,26.222826086956523
67.0,2022,927,-0.2152852529601722
67.0,2023,514,-44.55231930960086
68.0,2006,13948,
68.0,2007,15007,7.592486377975336
68.0,2008,14560,-2.9786099820083964
68.0,2009,15025,3.1936813186813184
68.0,2010,15762,4.9051580698835275
68.0,2011,14658,-7.004187285877427
68.0,2012,14767,0.743621230727248
68.0,2013,15025,1.74713889076996
68.0,2014,14268,-5.038269550748752
68.0,2015,12242,-14.199607513316511
68.0,2016,11209,-8.438163698742034
68.0,2017,10354,-7.627799090016952
68.0,2018,8722,-15.762024338419934
68.0,2019,7523,-13.746847053428112
68.0,2020,4725,-37.19260933138376
68.0,2021,4768,0.91005291005291
68.0,2022,5270,10.528523489932885
68.0,2023,3060,-41.935483870967744
69.0,2006,4675,
69.0,2007,5206,11.358288770053477
69.0,2008,4896,-5.954667691125624
69.0,2009,5020,2.5326797385620914
69.0,2010,4897,-2.450199203187251
69.0,2011,4463,-8.862568919746785
69.0,2012,4579,2.5991485547837776
69.0,2013,4336,-5.306835553614326
69.0,2014,4052,-6.549815498154982
69.0,2015,3825,-5.6021717670286275
69.0,2016,3187,-16.679738562091504
69.0,2017,3158,-0.9099466582993411
69.0,2018,2717,-13.96453451551615
69.0,2019,2201,-18.991534781008465
69.0,2020,1711,-22.2626079054975
69.0,2021,2073,21.157218001168907
69.0,2022,2359,13.796430294259526
69.0,2023,1328,-43.7049597286986
70.0,2006,13083,
70.0,2007,13700,4.716043720859131
70.0,2008,14546,6.1751824817518255
70.0,2009,15737,8.187817956826619
70.0,2010,14674,-6.7547817245980815
70.0,2011,14548,-0.8586615783017582
70.0,2012,14178,-2.5433049216387134
70.0,2013,14369,1.3471575680631964
70.0,2014,12947,-9.896304544505533
70.0,2015,10792,-16.644782575113926
70.0,2016,10346,-4.132690882134915
70.0,2017,8237,-20.38468973516335
70.0,2018,6302,-23.49156246206143
70.0,2019,5860,-7.013646461440813
70.0,2020,3871,-33.941979522184305
70.0,2021,4933,27.434771376905193
70.0,2022,5441,10.297993107642409
70.0,2023,2643,-51.424370520124974
71.0,2006,8328,
71.0,2007,9658,15.970220941402497
71.0,2008,9427,-2.3917995444191344
71.0,2009,10320,9.472790919698737
71.0,2010,9097,-11.85077519379845
71.0,2011,8889,-2.286468066395515
71.0,2012,8672,-2.4412194847564406
71.0,2013,8483,-2.1794280442804426
71.0,2014,7786,-8.216432865731463
71.0,2015,6950,-10.737220652453122
71.0,2016,6727,-3.2086330935251794
71.0,2017,5097,-24.23071205589416
71.0,2018,3790,-25.642534824406514
71.0,2019,3315,-12.532981530343006
71.0,2020,1954,-41.055806938159876
71.0,2021,2525,29.22210849539406
71.0,2022,2625,3.9603960396039604
71.0,2023,1411,-46.24761904761905
72.0,2006,8976,
72.0,2007,10346,15.262923351158644
72.0,2008,9975,-3.585926928281461
72.0,2009,9701,-2.7468671679198
72.0,2010,9216,-4.999484589217607
72.0,2011,8891,-3.5264756944444446
72.0,2012,8729,-1.8220672590259814
72.0,2013,8553,-2.016267613701455
72.0,2014,8648,1.110721384309599
72.0,2015,7089,-18.027289546716005
72.0,2016,6744,-4.8666948793906055
72.0,2017,5893,-12.618623962040331
72.0,2018,4660,-20.923129136263363
72.0,2019,4088,-12.274678111587983
72.0,2020,2592,-36.59491193737769
72.0,2021,2929,13.001543209876543
72.0,2022,3629,23.89894161829976
72.0,2023,2507,-30.917608156516945
73.0,2006,4903,
73.0,2007,4997,1.9171935549663472
73.0,2008,4557,-8.80528316990194
73.0,2009,4826,5.903006363835857
73.0,2010,4663,-3.3775383340240364
73.0,2011,4721,1.2438344413467723
73.0,2012,4896,3.7068417708112684
73.0,2013,5019,2.5122549019607843
73.0,2014,4751,-5.339709105399482
73.0,2015,4444,-6.461797516312355
73.0,2016,4417,-0.6075607560756076
73.0,2017,4219,-4.482680552411139
73.0,2018,3676,-12.87034842379711
73.0,2019,3389,-7.807399347116431
73.0,2020,2029,-40.129831808793156
73.0,2021,2144,5.667816658452439
73.0,2022,2905,35.49440298507462
73.0,2023,1480,-49.05335628227194
74.0,2006,4957,
74.0,2007,5288,6.677425862416785
74.0,2008,5218,-1.32375189107413
74.0,2009,5467,4.7719432732847835
74.0,2010,5942,8.688494603987563
74.0,2011,6552,10.265903736115787
74.0,2012,6392,-2.442002442002442
74.0,2013,6260,-2.065081351689612
74.0,2014,6020,-3.8338658146964857
74.0,2015,6236,3.5880398671096345
74.0,2016,4782,-23.316228351507377
74.0,2017,4284,-10.41405269761606
74.0,2018,3490,-18.534080298786183
74.0,2019,3027,-13.266475644699142
74.0,2020,1899,-37.26461843409316
74.0,2021,2299,21.0637177461822
74.0,2022,2836,23.357981731187472
74.0,2023,1298,-54.23131170662906
75.0,2006,21565,
75.0,2007,22152,2.7220032460004635
75.0,2008,21817,-1.5122788010111954
75.0,2009,22746,4.258147316312967
75.0,2010,23063,1.3936516310560099
75.0,2011,21471,-6.902831374929541
75.0,2012,20853,-2.8783009640910997
75.0,2013,22514,7.965280774948448
75.0,2014,23248,3.2601936572799146
75.0,2015,20389,-12.29783207157605
75.0,2016,18034,-11.550345774682427
75.0,2017,16373,-9.210380392591771
75.0,2018,13379,-18.286202895010078
75.0,2019,10621,-20.614395694745497
75.0,2020,5845,-44.96751718293946
75.0,2021,8364,43.09666381522669
75.0,2022,10407,24.426111908177905
75.0,2023,6013,-42.22158162775055
76.0,2006,1038,
76.0,2007,1100,5.973025048169557
76.0,2008,946,-14.000000000000002
76.0,2009,705,-25.47568710359408
76.0,2010,757,7.375886524822695
76.0,2011,812,7.26552179656539
76.0,2012,955,17.610837438423648
76.0,2013,802,-16.020942408376964
76.0,2014,832,3.7406483790523692
76.0,2015,665,-20.072115384615387
76.0,2016,695,4.511278195488721
76.0,2017,710,2.158273381294964
76.0,2018,478,-32.67605633802817
76.0,2019,512,7.112970711297072
76.0,2020,345,-32.6171875
76.0,2021,395,14.492753623188406
76.0,2022,400,1.2658227848101267
76.0,2023,217,-45.75
77.0,2006,9494,
77.0,2007,10731,13.029281651569413
77.0,2008,10800,0.6429969247973162
77.0,2009,11017,2.009259259259259
77.0,2010,11657,5.809203957520196
77.0,2011,10709,-8.132452603585829
77.0,2012,8617,-19.534970585488843
77.0,2013,7578,-12.057560635952187
77.0,2014,6412,-15.386645552916336
77.0,2015,5759,-10.184029943855272
77.0,2016,4887,-15.141517624587603
77.0,2017,4302,-11.970534069981584
77.0,2018,4049,-5.880985588098559
77.0,2019,3352,-17.214126944924672
77.0,2020,2511,-25.089498806682574
77.0,2021,2724,8.482676224611708
77.0,2022,3344,22.760646108663728
77.0,2023,2484,-25.717703349282296
78.0,2006,6128,
78.0,2007,8531,39.21344647519582
78.0,2008,8284,-2.89532293986637
78.0,2009,8223,-0.736359246740705
78.0,2010,10103,22.862702176821113
78.0,2011,8970,-11.214490745323172
78.0,2012,8210,-8.4726867335563
78.0,2013,7720,-5.9683313032886725
78.0,2014,7092,-8.134715025906736
78.0,2015,5465,-22.941342357586013
78.0,2016,5068,-7.2644098810613
78.0,2017,5269,3.9660615627466456
78.0,2018,4451,-15.524767508066049
78.0,2019,3426,-23.02853291395192
78.0,2020,2219,-35.230589608873316
78.0,2021,2438,9.869310500225327
78.0,2022,3506,43.80639868744873
78.0,2023,2055,-41.38619509412435
79.0,2006,9222,
79.0,2007,10507,13.934070700498808
79.0,2008,10551,0.41876844008756064
79.0,2009,12604,19.45787129182068
79.0,2010,12107,-3.9431926372580133
79.0,2011,11632,-3.9233501280251097
79.0,2012,10588,-8.975240715268226
79.0,2013,11235,6.110691348696638
79.0,2014,11112,-1.0947930574098799
79.0,2015,10148,-8.675305975521958
79.0,2016,10148,0.0
79.0,2017,8848,-12.810405991328341
79.0,2018,7277,-17.755424954792044
79.0,2019,6794,-6.637350556548029
79.0,2020,4524,-33.41183397115102
79.0,2021,4879,7.847038019451813
79.0,2022,5419,11.067841770854683
79.0,2023,3492,-35.560066432921204
80.0,2006,4168,
80.0,2007,4746,13.867562380038386
80.0,2008,4883,2.8866413822166033
80.0,2009,5299,8.519352856850297
80.0,2010,5531,4.378184563125117
80.0,2011,5335,-3.543662990417646
80.0,2012,5529,3.6363636363636362
80.0,2013,6298,13.908482546572618
80.0,2014,6085,-3.3820260400127027
80.0,2015,5211,-14.363188167625307
80.0,2016,5404,3.7037037037037033
80.0,2017,5321,-1.535899333826795
80.0,2018,4911,-7.705318549144898
80.0,2019,4183,-14.823864793321114
80.0,2020,2836,-32.201769065264166
80.0,2021,2553,-9.978843441466854
80.0,2022,3523,37.99451625538582
80.0,2023,1845,-47.62986091399375
81.0,2006,3148,
81.0,2007,4182,32.84625158831004
81.0,2008,4620,10.473457675753227
81.0,2009,6199,34.17748917748918
81.0,2010,9061,46.16873689304726
81.0,2011,8309,-8.299304712504139
81.0,2012,5664,-31.83295222048381
81.0,2013,3846,-32.097457627118644
81.0,2014,4143,7.722308892355695
81.0,2015,3574,-13.734009172097513
81.0,2016,3304,-7.554560716284275
81.0,2017,2841,-14.013317191283292
81.0,2018,2512,-11.580429426258359
81.0,2019,2404,-4.2993630573248405
81.0,2020,1587,-33.98502495840266
81.0,2021,1855,16.88720856962823
81.0,2022,1989,7.223719676549865
81.0,2023,1089,-45.248868778280546
82.0,2006,3009,
82.0,2007,3000,-0.29910269192422734
82.0,2008,3403,13.433333333333334
82.0,2009,3436,0.969732588892154
82.0,2010,3452,0.46565774155995343
82.0,2011,3523,2.0567786790266513
82.0,2012,3325,-5.620210048254329
82.0,2013,3070,-7.669172932330827
82.0,2014,3282,6.905537459283388
82.0,2015,3099,-5.575868372943328
82.0,2016,2923,-5.679251371410132
82.0,2017,2757,-5.6790968183373245
82.0,2018,2722,-1.2694958287994198
82.0,2019,2374,-12.78471711976488
82.0,2020,1526,-35.720303285593936
82.0,2021,1619,6.094364351245085
82.0,2022,1862,15.009264978381717
82.0,2023,1457,-21.75080558539205
83.0,2006,4807,
83.0,2007,5613,16.76721447888496
83.0,2008,5654,0.7304471761981115
83.0,2009,5790,2.4053767244428723
83.0,2010,5666,-2.141623488773748
83.0,2011,5347,-5.630074126367808
83.0,2012,4986,-6.751449410884608
83.0,2013,5288,6.056959486562374
83.0,2014,5248,-0.7564296520423601
83.0,2015,4606,-12.233231707317072
83.0,2016,4583,-0.499348675640469
83.0,2017,4574,-0.19637791839406502
83.0,2018,4161,-9.029296020988193
83.0,2019,3654,-12.184571016582552
83.0,2020,2614,-28.461959496442258
83.0,2021,2957,13.121652639632748
83.0,2022,3210,8.555968887385864
83.0,2023,1763,-45.07788161993769
84.0,2006,15184,
84.0,2007,16148,6.348788198103267
84.0,2008,16223,0.46445380232846173
84.0,2009,16970,4.604573753313197
84.0,2010,16032,-5.527401296405421
84.0,2011,15486,-3.4056886227544907
84.0,2012,16510,6.612424125016143
84.0,2013,16857,2.1017565112053305
84.0,2014,17762,5.368689565165806
84.0,2015,17515,-1.3906091656345008
84.0,2016,14899,-14.93576934056523
84.0,2017,12104,-18.759648298543528
84.0,2018,10201,-15.722075346992732
84.0,2019,10064,-1.3430055876874816
84.0,2020,5912,-41.25596184419714
84.0,2021,5721,-3.2307171853856564
84.0,2022,8453,47.75388918021325
84.0,2023,4875,-42.3281675144919
85.0,2006,10655,
85.0,2007,12379,16.18019709056781
85.0,2008,11853,-4.249131593828258
85.0,2009,12271,3.526533367080064
85.0,2010,12501,1.8743378697742648
85.0,2011,13727,9.807215422766179
85.0,2012,12360,-9.958475996211845
85.0,2013,10631,-13.988673139158575
85.0,2014,10846,2.0223873577274007
85.0,2015,8586,-20.837174995390008
85.0,2016,7893,-8.071278825995808
85.0,2017,7132,-9.641454453313063
85.0,2018,5913,-17.09197980931015
85.0,2019,4866,-17.706747843734146
85.0,2020,4008,-17.632552404438965
85.0,2021,4028,0.499001996007984
85.0,2022,5522,37.09036742800397
85.0,2023,3174,-42.520825787758056
86.0,2006,12433,
86.0,2007,13269,6.724040859004263
86.0,2008,13193,-0.5727635842942196
86.0,2009,12490,-5.328583339649814
86.0,2010,11026,-11.721377101681345
86.0,2011,10093,-8.461817522220207
86.0,2012,9629,-4.597245615773309
86.0,2013,8255,-14.269394537335135
86.0,2014,8890,7.6923076923076925
86.0,2015,7009,-21.158605174353205
86.0,2016,6191,-11.670709088315023
86.0,2017,6088,-1.6637053787756422
86.0,2018,6244,2.562417871222076
86.0,2019,4936,-20.948110185778347
86.0,2020,3365,-31.82739059967585
86.0,2021,3372,0.20802377414561665
86.0,2022,4528,34.28232502965599
86.0,2023,2650,-41.475265017667844
87.0,2006,5440,
87.0,2007,6461,18.768382352941178
87.0,2008,6352,-1.68704534901718
87.0,2009,5893,-7.226070528967254
87.0,2010,6119,3.835058544035296
87.0,2011,5985,-2.189900310508253
87.0,2012,5059,-15.47201336675021
87.0,2013,4489,-11.267048823878238
87.0,2014,4212,-6.170639340610381
87.0,2015,3986,-5.365622032288699
87.0,2016,3461,-13.171098845960863
87.0,2017,3222,-6.905518636232302
87.0,2018,2699,-16.23215394165115
87.0,2019,2221,-17.71026306039274
87.0,2020,1453,-34.57901846015308
87.0,2021,1673,15.141087405368204
87.0,2022,2161,29.169157202630007
87.0,2023,1501,-30.54141601110597
